GISJOIN,YEAR,ZCTA5A,TOT_POP,WHITE,PER_WH,BLACK,PER_BL,AI,NH,AINH,PER_AINH,ASIAN,PER_ASIAN,RACE_O,RACE_2,RACE_O2,PER_R_O,TOT_POP,HISP,PER_HISP,WORK_POP,CAR,PER_CAR,PUBLIC,PER_PUBLIC,TAXI,PER_TAXI,MOTOR,PER_MOTOR,BIKE,PER_BIKE,WALK,PER_WALK,WORK_O,PER_W_O,WORK_HO,PER_W_H,EDU_POP,K12,PER_K12,HS,PER_HS,SOMCOLL,PER_SCOL,BACHELOR,PER_BAC,GRAD_DEG,PER_GRAD,PER_BGRAD,MED_INC,HOUSE_POP,PUB_AS,PER_PA,RENT_POP,RENT_0,PER_RE0,RENT_10,PER_RE10,RENT_20,PER_RE20,RENT_30,PER_RE30,RENT_40,PER_RE40,RENT_50,PER_RE50,TOT_POP,US_CIT,PER_CIT,NON_CIT,PERNCIT,POV_POP,POV,PER_POV,NO_POV,PER_NPOV,TOT_POP,NO_INS,PER_NINS
G10953,2014-2018,10953,96,96,1,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,45,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,23,0.319444444,22,0.305555556,0,0,27,0.375,0.375,,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,1,0,0,96,0,0,96,1,96,0,0
G10954,2014-2018,10954,23354,15045,0.644215124,3379,0.144686135,81,0,81,0.003468357,3029,0.129699409,1039,781,1820,0.077930975,23354,3268,0.139933202,11550,9678,0.837922078,1001,0.086666667,62,0.005367965,0,0,0,0,60,0.005194805,85,0.007359307,664,0.057489177,17004,1442,0.084803576,3278,0.19277817,4228,0.248647377,5112,0.300635145,2944,0.173135733,0.473770877,105698,8319,487,0.05854069,2067,34,0.01644896,437,0.211417513,506,0.244799226,209,0.101112724,133,0.064344461,670,0.324141268,23354,21532,0.921983386,1822,0.078016614,23140,1125,0.048617113,22015,0.951382887,23140,699,0.030207433
G10956,2014-2018,10956,31619,23103,0.730668269,3005,0.095037794,29,0,29,0.00091717,3539,0.111926373,918,1025,1943,0.061450394,31619,3186,0.1007622,15573,13254,0.851088422,1382,0.088743338,0,0,27,0.00173377,0,0,84,0.005393951,125,0.008026713,701,0.045013806,22621,1209,0.053445913,3474,0.153574113,4863,0.214977234,7063,0.312231997,6012,0.265770744,0.578002741,133297,10330,403,0.039012585,1081,83,0.076780759,208,0.192414431,269,0.248843663,130,0.120259019,44,0.040703053,286,0.264569843,31619,30180,0.954489389,1439,0.045510611,31226,1142,0.036572087,30084,0.963427913,31233,1003,0.03211347
G10958,2014-2018,10958,3365,2821,0.83833581,396,0.117682021,0,0,0,0,15,0.004457652,111,22,133,0.039524517,3365,448,0.133135215,1509,1385,0.917826375,49,0.032471836,0,0,6,0.003976143,0,0,14,0.009277667,14,0.009277667,41,0.027170311,2457,340,0.138380138,613,0.249491249,709,0.288563289,470,0.191290191,325,0.132275132,0.323565324,100714,998,35,0.03507014,127,7,0.05511811,41,0.322834646,40,0.31496063,7,0.05511811,7,0.05511811,25,0.196850394,3365,3312,0.984249629,53,0.015750371,2877,100,0.034758429,2777,0.965241571,2878,199,0.06914524
G10960,2014-2018,10960,15684,10938,0.697398623,3134,0.199821474,30,12,42,0.002677888,489,0.031178271,510,571,1081,0.068923744,15684,2938,0.187324662,8590,6465,0.752619325,977,0.113736903,7,0.000814901,0,0,1,0.000116414,586,0.068218859,54,0.00628638,500,0.058207218,11010,1070,0.097184378,1699,0.15431426,2155,0.195731153,2925,0.265667575,3161,0.287102634,0.552770209,84983,6161,330,0.053562733,3306,193,0.058378705,762,0.230490018,633,0.191470054,604,0.182698125,300,0.090744102,711,0.215063521,15684,14089,0.898304004,1595,0.101695996,14786,1516,0.10252942,13270,0.89747058,15505,1136,0.073266688
G10962,2014-2018,10962,5314,4225,0.795069627,242,0.045540083,22,0,22,0.004140008,688,0.129469326,85,52,137,0.025780956,5314,455,0.085622883,2597,2288,0.881016558,110,0.042356565,0,0,0,0,0,0,74,0.028494417,13,0.005005776,112,0.043126685,3931,319,0.081149835,902,0.229458153,845,0.214958026,1036,0.263546171,829,0.210887815,0.474433986,110833,1762,49,0.027809308,278,10,0.035971223,86,0.309352518,5,0.017985612,47,0.169064748,12,0.043165468,89,0.320143885,5314,5061,0.952389913,253,0.047610087,5063,240,0.047402726,4823,0.952597274,5100,70,0.01372549
G10963,2014-2018,10963,4276,2710,0.633769878,753,0.176099158,1,0,1,0.000233863,96,0.022450889,410,306,716,0.167446211,4276,1034,0.24181478,1353,1215,0.898004435,75,0.055432373,0,0,0,0,8,0.005912786,13,0.009608278,0,0,42,0.031042129,3360,394,0.117261905,1342,0.399404762,1169,0.347916667,285,0.084821429,170,0.050595238,0.135416667,74306,962,51,0.053014553,227,0,0,27,0.118942731,35,0.154185022,40,0.176211454,52,0.22907489,49,0.215859031,4276,4015,0.938961646,261,0.061038354,2907,429,0.147574819,2478,0.852425181,2910,254,0.087285223
G10964,2014-2018,10964,1283,1084,0.844894778,33,0.025720966,10,0,10,0.007794232,131,0.102104443,0,25,25,0.019485581,1283,52,0.040530008,655,575,0.877862595,12,0.018320611,0,0,0,0,0,0,13,0.019847328,0,0,55,0.083969466,1014,63,0.062130178,165,0.162721893,206,0.203155819,266,0.262327416,314,0.309664694,0.57199211,124844,549,12,0.021857923,100,0,0,12,0.12,0,0,0,0,21,0.21,58,0.58,1283,1242,0.968043648,41,0.031956352,1283,80,0.062353858,1203,0.937646142,1283,40,0.031176929
G10965,2014-2018,10965,15517,13607,0.876909196,456,0.029387124,105,0,105,0.006766772,736,0.047431849,386,227,613,0.039505059,15517,1195,0.077012309,7338,6107,0.832243118,769,0.104796947,0,0,0,0,15,0.002044154,111,0.015126738,47,0.006405015,289,0.039384028,10577,838,0.079228515,1927,0.182187766,2918,0.27588163,2545,0.240616432,2349,0.222085658,0.462702089,110650,5431,244,0.044927269,1056,79,0.074810606,214,0.202651515,187,0.177083333,135,0.127840909,95,0.089962121,337,0.319128788,15517,14853,0.957208223,664,0.042791777,15499,666,0.042970514,14833,0.957029486,15517,352,0.022684797
G10968,2014-2018,10968,2363,1972,0.834532374,95,0.040203132,0,0,0,0,210,0.08887008,0,86,86,0.036394414,2363,266,0.112568769,1400,1051,0.750714286,95,0.067857143,0,0,0,0,0,0,63,0.045,30,0.021428571,161,0.115,1929,125,0.064800415,227,0.117677553,214,0.11093831,663,0.3437014,700,0.362882322,0.706583722,115208,1118,27,0.024150268,346,9,0.026011561,97,0.280346821,67,0.193641618,69,0.199421965,29,0.083815029,67,0.193641618,2363,2273,0.961912823,90,0.038087177,2362,126,0.053344623,2236,0.946655377,2363,47,0.01988997
G10969,2014-2018,10969,1379,1229,0.891225526,76,0.0551124,0,0,0,0,54,0.039158811,0,20,20,0.014503263,1379,139,0.100797679,750,679,0.905333333,35,0.046666667,0,0,0,0,0,0,0,0,0,0,36,0.048,942,43,0.045647558,379,0.402335456,298,0.316348195,131,0.139065817,91,0.096602972,0.23566879,102688,474,0,0,80,0,0,0,0,19,0.2375,13,0.1625,0,0,48,0.6,1379,1336,0.968817984,43,0.031182016,1379,15,0.010877447,1364,0.989122553,1379,31,0.022480058
G10970,2014-2018,10970,10055,5434,0.540427648,1803,0.179313774,0,0,0,0,894,0.08891099,1001,923,1924,0.191347588,10055,2608,0.259373446,4850,4215,0.869072165,188,0.038762887,2,0.000412371,37,0.007628866,0,0,62,0.012783505,6,0.001237113,340,0.070103093,6780,781,0.11519174,1386,0.204424779,1954,0.28820059,1629,0.240265487,1030,0.151917404,0.392182891,91174,3562,478,0.134194273,829,43,0.051869723,90,0.108564536,291,0.351025332,65,0.07840772,75,0.090470446,228,0.275030157,10055,9097,0.904724018,958,0.095275982,9971,971,0.097382409,9000,0.902617591,9963,518,0.051992372
G10973,2014-2018,10973,2123,1777,0.837023081,143,0.067357513,6,0,6,0.002826189,22,0.010362694,92,83,175,0.082430523,2123,131,0.061705134,1091,1028,0.942254812,32,0.029330889,0,0,0,0,0,0,7,0.006416132,0,0,24,0.021998167,1345,62,0.046096654,423,0.314498141,422,0.313754647,262,0.194795539,176,0.130855019,0.325650558,95156,715,39,0.054545455,189,0,0,81,0.428571429,8,0.042328042,0,0,24,0.126984127,39,0.206349206,2123,2083,0.981158738,40,0.018841262,2123,64,0.03014602,2059,0.96985398,2123,153,0.072067829
G10974,2014-2018,10974,3175,2858,0.90015748,159,0.05007874,0,0,0,0,32,0.01007874,65,61,126,0.039685039,3175,531,0.167244094,1605,1428,0.889719626,75,0.046728972,0,0,0,0,0,0,12,0.007476636,0,0,90,0.056074766,2162,91,0.042090657,537,0.248381129,685,0.316836263,476,0.220166512,373,0.172525439,0.392691952,95446,1113,61,0.054806828,239,6,0.025104603,77,0.322175732,40,0.167364017,53,0.221757322,10,0.041841004,22,0.092050209,3175,2931,0.923149606,244,0.076850394,3170,246,0.077602524,2924,0.922397476,3175,130,0.040944882
G10975,2014-2018,10975,257,218,0.848249027,0,0,0,0,0,0,0,0,11,28,39,0.151750973,257,63,0.245136187,167,156,0.934131737,11,0.065868263,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,11,0.073333333,67,0.446666667,62,0.413333333,10,0.066666667,0.48,,114,0,0,49,0,0,11,0.224489796,10,0.204081633,0,0,0,0,28,0.571428571,257,257,1,0,0,257,0,0,257,1,257,0,0
G10976,2014-2018,10976,2357,1690,0.717013152,204,0.0865507,15,1,16,0.00678829,151,0.064064489,261,35,296,0.125583369,2357,429,0.182011031,988,747,0.756072874,77,0.077935223,7,0.00708502,0,0,0,0,61,0.061740891,0,0,96,0.097165992,1503,184,0.122421823,407,0.27079175,260,0.172987359,300,0.199600798,352,0.23419827,0.433799069,63875,731,65,0.088919289,251,0,0,35,0.139442231,111,0.442231076,31,0.123505976,9,0.035856574,65,0.258964143,2357,2203,0.934662707,154,0.065337293,1869,246,0.131621188,1623,0.868378812,2357,62,0.026304625
G10977,2014-2018,10977,64882,35856,0.552634013,17441,0.268811072,39,0,39,0.000601091,1793,0.027634783,8814,939,9753,0.150319041,64882,13791,0.2125551,25223,18607,0.737699719,2730,0.108234548,997,0.039527415,0,0,42,0.001665147,1627,0.064504619,183,0.007255283,1037,0.04111327,34256,7933,0.231579869,9965,0.290897945,8433,0.246175852,4553,0.132911023,3372,0.098435311,0.231346333,55145,16126,4394,0.272479226,8581,236,0.027502622,1155,0.134599697,1417,0.165132269,1104,0.128656334,770,0.089733131,3557,0.414520452,64882,54440,0.839061681,10442,0.160938319,64264,17979,0.279767833,46285,0.720232167,64639,7854,0.121505593
G10979,2014-2018,10979,171,171,1,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,49,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,44,0.257309942,127,0.742690058,0,0,0,0,0,,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,171,1,0,0,171,0,0,171,1,171,0,0
G10980,2014-2018,10980,13943,10708,0.767983935,1555,0.111525497,45,0,45,0.003227426,339,0.024313275,833,463,1296,0.092949867,13943,2470,0.177149824,7006,6319,0.901941193,284,0.040536683,16,0.002283757,0,0,31,0.004424779,28,0.003996574,54,0.007707679,274,0.039109335,9646,620,0.064275347,2732,0.283226208,2895,0.300124404,1828,0.189508605,1571,0.162865436,0.352374041,105437,4774,252,0.052785924,750,0,0,102,0.136,164,0.218666667,157,0.209333333,32,0.042666667,229,0.305333333,13943,13358,0.958043463,585,0.041956537,13921,951,0.068314058,12970,0.931685942,13934,550,0.039471796
G10983,2014-2018,10983,6178,4771,0.772256394,44,0.007122046,0,0,0,0,911,0.147458725,183,269,452,0.073162836,6178,807,0.130624798,2832,2551,0.900776836,141,0.049788136,0,0,0,0,0,0,40,0.014124294,10,0.003531073,90,0.031779661,4132,286,0.069215876,845,0.204501452,905,0.219022265,1191,0.288238141,905,0.219022265,0.507260407,110250,1975,35,0.017721519,137,0,0,7,0.051094891,76,0.554744526,0,0,10,0.072992701,0,0,6178,6010,0.972806734,168,0.027193266,6168,140,0.022697795,6028,0.977302205,6168,165,0.026750973
G10984,2014-2018,10984,2780,1746,0.628057554,509,0.183093525,0,0,0,0,57,0.020503597,374,94,468,0.168345324,2780,825,0.29676259,1565,1336,0.853674121,140,0.089456869,6,0.003833866,0,0,0,0,48,0.030670927,0,0,35,0.022364217,2013,229,0.113760556,381,0.189269747,548,0.272230502,576,0.286140089,279,0.138599106,0.424739195,129315,887,52,0.058624577,48,14,0.291666667,0,0,0,0,9,0.1875,0,0,25,0.520833333,2780,2734,0.983453237,46,0.016546763,2780,101,0.036330935,2679,0.963669065,2780,109,0.039208633
G10985,2014-2018,10985,189,189,1,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,156,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,13,0.068783069,73,0.386243386,83,0.439153439,9,0.047619048,11,0.058201058,0.105820106,176143,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,189,1,0,0,189,9,0.047619048,180,0.952380952,189,40,0.211640212
G10986,2014-2018,10986,1791,1596,0.891122278,38,0.021217197,0,0,0,0,26,0.01451703,36,95,131,0.073143495,1791,218,0.12171971,1039,887,0.853705486,89,0.085659288,0,0,0,0,0,0,18,0.01732435,0,0,45,0.043310876,1193,73,0.061190277,225,0.188600168,322,0.269907795,319,0.267393127,254,0.212908634,0.48030176,150625,542,28,0.051660517,45,0,0,0,0,9,0.2,15,0.333333333,0,0,21,0.466666667,1791,1739,0.970965941,52,0.029034059,1791,89,0.049692909,1702,0.950307091,1791,17,0.009491904
G10987,2014-2018,10987,3342,2943,0.880610413,191,0.057151406,0,0,0,0,22,0.006582885,145,41,186,0.055655296,3342,368,0.110113704,1553,1172,0.754668384,200,0.128783001,4,0.00257566,0,0,0,0,35,0.022537025,0,0,142,0.09143593,2493,111,0.044524669,407,0.16325712,598,0.239871641,788,0.316085038,589,0.236261532,0.55234657,105069,1337,25,0.018698579,258,8,0.031007752,42,0.162790698,21,0.081395349,13,0.050387597,46,0.178294574,82,0.317829457,3342,3214,0.961699581,128,0.038300419,3342,265,0.079293836,3077,0.920706164,3340,104,0.031137725
G10988,2014-2018,10988,889,758,0.85264342,11,0.012373453,0,0,0,0,0,0,75,45,120,0.134983127,889,241,0.271091114,427,363,0.850117096,30,0.070257611,0,0,0,0,0,0,0,0,0,0,34,0.079625293,599,49,0.081803005,194,0.323873122,178,0.297161937,110,0.183639399,68,0.113522538,0.297161937,80972,315,27,0.085714286,60,9,0.15,0,0,9,0.15,10,0.166666667,9,0.15,14,0.233333333,889,851,0.957255343,38,0.042744657,889,64,0.071991001,825,0.928008999,889,62,0.069741282
G10989,2014-2018,10989,9300,6602,0.709892473,819,0.088064516,17,0,17,0.001827957,1045,0.112365591,324,493,817,0.087849462,9300,1419,0.152580645,4822,4189,0.868726669,388,0.080464538,14,0.00290336,0,0,0,0,32,0.006636251,0,0,199,0.041269183,7092,340,0.047941342,1355,0.19106035,1759,0.248025945,1939,0.273406655,1699,0.239565708,0.512972363,117368,3460,240,0.069364162,476,14,0.029411765,17,0.035714286,180,0.378151261,63,0.132352941,11,0.023109244,184,0.386554622,9300,9060,0.974193548,240,0.025806452,9047,104,0.011495523,8943,0.988504477,9068,272,0.029995589
G10990,2014-2018,10990,20010,16994,0.849275362,1333,0.066616692,102,54,156,0.007796102,493,0.024637681,499,535,1034,0.051674163,20010,1631,0.081509245,9494,7824,0.824099431,534,0.05624605,0,0,18,0.001895934,10,0.001053297,408,0.04297451,24,0.002527912,676,0.071202865,14093,670,0.047541333,3219,0.228411268,3968,0.28155822,3686,0.261548286,2550,0.180940893,0.442489179,101357,7453,371,0.049778613,1633,60,0.036742192,253,0.154929577,367,0.224739743,354,0.216778934,110,0.067360686,381,0.233312921,20010,19684,0.983708146,326,0.016291854,19864,720,0.036246476,19144,0.963753524,19893,426,0.021414568
G10992,2014-2018,10992,8951,7570,0.845715563,566,0.063233158,40,0,40,0.004468774,90,0.010054742,556,129,685,0.076527762,8951,1624,0.181432242,4452,3945,0.886118598,285,0.064016173,0,0,15,0.003369272,0,0,49,0.011006289,20,0.004492363,138,0.030997305,5666,367,0.064772326,1346,0.23755736,1915,0.337980939,1235,0.21796682,803,0.141722556,0.359689375,97000,3076,243,0.0789987,524,45,0.085877863,69,0.131679389,79,0.150763359,86,0.164122137,39,0.074427481,142,0.270992366,8951,8850,0.988716345,101,0.011283655,8931,428,0.047922965,8503,0.952077035,8943,153,0.017108353
G10993,2014-2018,10993,5433,2682,0.493649917,1066,0.196208356,73,0,73,0.013436407,227,0.041781704,1066,319,1385,0.254923615,5433,2901,0.533959139,1972,1722,0.873225152,90,0.045638945,0,0,0,0,0,0,70,0.035496957,0,0,90,0.045638945,3481,745,0.21401896,896,0.2573973,1334,0.383223212,329,0.094513071,177,0.050847458,0.145360529,50559,1655,323,0.195166163,725,0,0,68,0.093793103,36,0.049655172,235,0.324137931,198,0.273103448,174,0.24,5433,4721,0.868949015,712,0.131050985,5373,776,0.144425833,4597,0.855574167,5417,395,0.07291859
G10994,2014-2018,10994,7326,5950,0.812175812,142,0.019383019,0,0,0,0,688,0.093912094,296,250,546,0.074529075,7326,842,0.114933115,3817,3410,0.893371758,122,0.031962274,4,0.001047943,14,0.003667802,15,0.003929788,27,0.007073618,35,0.009169505,190,0.049777312,5280,199,0.037689394,1055,0.199810606,1353,0.25625,1418,0.268560606,1255,0.237689394,0.50625,148342,2621,16,0.00610454,173,41,0.23699422,58,0.335260116,0,0,0,0,17,0.098265896,57,0.329479769,7326,7152,0.976248976,174,0.023751024,7326,244,0.033306033,7082,0.966693967,7326,132,0.018018018
G10996,2014-2018,10996,6673,5091,0.762925221,493,0.073879814,40,0,40,0.005994305,359,0.053798891,168,522,690,0.103401768,6673,613,0.09186273,3459,1226,0.354437699,7,0.002023706,0,0,0,0,37,0.010696733,1117,0.322925701,22,0.00636022,1050,0.303555941,1759,0,0,100,0.056850483,278,0.158044343,496,0.281978397,885,0.503126777,0.785105173,103417,885,8,0.009039548,876,8,0.00913242,55,0.062785388,163,0.186073059,163,0.186073059,156,0.178082192,127,0.144977169,6673,6567,0.984115091,106,0.015884909,3469,30,0.008648025,3439,0.991351975,2989,17,0.005687521
G10998,2014-2018,10998,3157,2795,0.885334178,87,0.027557808,30,0,30,0.009502692,8,0.002534051,213,24,237,0.07507127,3157,527,0.16693063,1439,1266,0.879777623,16,0.011118833,0,0,0,0,0,0,0,0,12,0.008339124,145,0.10076442,2000,117,0.0585,614,0.307,554,0.277,382,0.191,333,0.1665,0.3575,90567,995,13,0.013065327,163,0,0,0,0,44,0.26993865,55,0.337423313,14,0.085889571,9,0.055214724,3157,3070,0.972442192,87,0.027557808,3157,28,0.00886918,3129,0.99113082,3157,241,0.076338296
G11001,2014-2018,11001,27867,19036,0.683101877,1511,0.054221839,63,0,63,0.002260739,5171,0.185559981,1571,515,2086,0.074855564,27867,3548,0.127319051,13663,9870,0.722388934,2711,0.198419088,47,0.003439947,0,0,32,0.002342092,421,0.030813145,70,0.005123326,512,0.037473468,19745,1834,0.092884274,4277,0.2166118,4642,0.235097493,5147,0.260673588,3845,0.194732844,0.455406432,108438,9144,335,0.036636045,1750,50,0.028571429,251,0.143428571,450,0.257142857,257,0.146857143,92,0.052571429,479,0.273714286,27867,26100,0.936591668,1767,0.063408332,27841,990,0.035559068,26851,0.964440932,27853,852,0.030589165
G11003,2014-2018,11003,45263,9578,0.211607715,21333,0.471312109,89,16,105,0.002319776,6377,0.140887701,5258,2612,7870,0.1738727,45263,9034,0.199589068,22798,17037,0.747302395,4593,0.201465041,94,0.004123169,0,0,84,0.003684534,543,0.023817879,72,0.003158172,375,0.016448811,31394,3751,0.11948143,8823,0.281040963,9446,0.30088552,6346,0.202140536,3028,0.096451551,0.298592088,97338,12256,1052,0.085835509,2435,69,0.028336756,337,0.138398357,533,0.21889117,495,0.203285421,195,0.080082136,582,0.239014374,45263,38686,0.854693679,6577,0.145306321,45106,3093,0.068571809,42013,0.931428191,45263,2352,0.051962972
G11004,2014-2018,11004,15234,6402,0.420244191,1005,0.065970855,64,42,106,0.00695812,6540,0.429302875,502,679,1181,0.07752396,15234,1916,0.125771301,7193,5399,0.750590852,1391,0.193382455,0,0,0,0,20,0.002780481,273,0.037953566,0,0,110,0.015292646,11492,958,0.083362339,3160,0.274973895,2494,0.217020536,2937,0.255569092,1943,0.169074139,0.42464323,92657,5178,236,0.045577443,1504,42,0.027925532,524,0.348404255,340,0.22606383,121,0.080452128,34,0.022606383,319,0.212101064,15234,14087,0.92470789,1147,0.07529211,14205,857,0.060330869,13348,0.939669131,14344,474,0.033045176
G11005,2014-2018,11005,1749,1726,0.986849628,0,0,0,0,0,0,0,0,0,23,23,0.013150372,1749,25,0.014293882,262,132,0.503816794,85,0.324427481,0,0,0,0,0,0,6,0.022900763,0,0,39,0.148854962,1749,31,0.017724414,404,0.230989137,522,0.298456261,354,0.202401372,438,0.250428816,0.452830189,62993,1271,32,0.025177026,95,36,0.378947368,0,0,10,0.105263158,12,0.126315789,12,0.126315789,12,0.126315789,1749,1749,1,0,0,1749,186,0.106346484,1563,0.893653516,1749,0,0
G11010,2014-2018,11010,25068,19253,0.768030956,330,0.013164193,174,0,174,0.00694112,2098,0.083692357,2651,562,3213,0.128171374,25068,4886,0.194909845,12131,10233,0.84354134,1305,0.107575633,0,0,0,0,18,0.001483802,253,0.020855659,16,0.001318935,306,0.025224631,17636,1544,0.087548197,5292,0.300068043,5016,0.284418235,3628,0.205715582,2156,0.122249943,0.327965525,108952,7726,399,0.0516438,1299,38,0.029253272,316,0.243264049,309,0.237875289,227,0.174749808,63,0.048498845,300,0.230946882,25068,23591,0.941080262,1477,0.058919738,24896,823,0.033057519,24073,0.966942481,24930,1385,0.055555556
G11020,2014-2018,11020,5728,2394,0.417946927,590,0.103002793,15,0,15,0.002618715,2404,0.419692737,232,93,325,0.056738827,5728,360,0.062849162,2650,1758,0.663396226,620,0.233962264,9,0.003396226,0,0,12,0.004528302,25,0.009433962,14,0.005283019,212,0.08,3960,176,0.044444444,721,0.182070707,719,0.181565657,1286,0.324747475,1058,0.267171717,0.591919192,135938,1883,110,0.058417419,347,8,0.023054755,0,0,119,0.342939481,22,0.063400576,74,0.213256484,116,0.334293948,5728,5041,0.880062849,687,0.119937151,5728,172,0.030027933,5556,0.969972067,5728,151,0.026361732
G11021,2014-2018,11021,18185,12881,0.708331042,414,0.022766016,49,0,49,0.002694528,3764,0.206983778,748,329,1077,0.059224636,18185,1162,0.063898818,8823,4476,0.507310439,3202,0.362915108,86,0.009747252,0,0,0,0,339,0.038422305,45,0.005100306,675,0.07650459,13589,773,0.056884245,1773,0.130473177,2179,0.160350283,4095,0.301346677,4769,0.350945618,0.652292295,99170,7949,360,0.045288716,2386,91,0.038139145,511,0.214165968,400,0.167644593,290,0.12154233,266,0.111483655,663,0.277870914,18185,16668,0.916579599,1517,0.083420401,17990,1451,0.08065592,16539,0.91934408,17981,669,0.03720594
G11023,2014-2018,11023,9215,8099,0.878893109,82,0.008898535,0,0,0,0,854,0.092674986,82,98,180,0.01953337,9215,429,0.046554531,3817,2574,0.674351585,771,0.201991092,17,0.004453759,0,0,0,0,127,0.033272203,35,0.009169505,293,0.076761855,5828,423,0.072580645,906,0.155456417,977,0.167638984,1663,0.285346603,1859,0.318977351,0.604323953,116250,2836,149,0.052538787,475,18,0.037894737,12,0.025263158,53,0.111578947,66,0.138947368,94,0.197894737,182,0.383157895,9215,8562,0.929137276,653,0.070862724,9208,437,0.047458732,8771,0.952541268,9215,229,0.024850787
G11024,2014-2018,11024,8101,7122,0.879150722,121,0.014936428,0,0,0,0,414,0.051104802,283,161,444,0.054808048,8101,842,0.103937785,3109,1927,0.619813445,619,0.199099389,34,0.010935992,0,0,0,0,108,0.034737858,20,0.006432937,401,0.12898038,4629,522,0.112767336,940,0.203067617,851,0.183841002,1270,0.274357313,1046,0.225966731,0.500324044,106250,2059,110,0.053423992,274,21,0.076642336,0,0,42,0.153284672,17,0.062043796,6,0.02189781,134,0.489051095,8101,7561,0.933341563,540,0.066658437,7534,495,0.06570215,7039,0.93429785,7713,198,0.025670945
G11030,2014-2018,11030,18578,14977,0.806168587,133,0.007159005,6,0,6,0.000322963,2939,0.158197868,177,346,523,0.028151577,18578,1154,0.062116482,7774,4419,0.568433239,2456,0.315924878,0,0,20,0.002572678,34,0.004373553,206,0.026498585,52,0.006688963,587,0.075508104,12909,382,0.029591758,1476,0.114338833,1760,0.136338988,4522,0.350298242,4769,0.369432179,0.719730421,187159,6360,109,0.017138365,733,103,0.140518417,124,0.169167804,163,0.222373806,19,0.025920873,82,0.111869031,177,0.241473397,18578,18011,0.96948003,567,0.03051997,18152,433,0.023854121,17719,0.976145879,18155,473,0.026053429
G11040,2014-2018,11040,41877,20645,0.49299138,687,0.016405187,97,98,195,0.004656494,16101,0.384483129,3238,1011,4249,0.101463811,41877,5622,0.134250304,20478,15657,0.764576619,3528,0.172282449,19,0.000927825,24,0.001171989,65,0.003174138,417,0.020363317,110,0.005371618,658,0.032132044,29693,2416,0.081365979,6302,0.212238575,5799,0.195298555,8562,0.28835079,6614,0.222746102,0.511096892,124378,12876,673,0.052267785,1376,20,0.014534884,424,0.308139535,325,0.23619186,84,0.061046512,99,0.071947674,249,0.180959302,41877,37831,0.903383719,4046,0.096616281,41828,1299,0.031055752,40529,0.968944248,41849,1912,0.045688069
G11042,2014-2018,11042,522,317,0.607279693,153,0.293103448,0,0,0,0,29,0.055555556,15,8,23,0.044061303,522,37,0.070881226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,161,0.308429119,210,0.402298851,46,0.088122605,30,0.057471264,75,0.143678161,0.201149425,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,507,0.971264368,15,0.028735632,0,0,0,0,0,0,0,0
G11050,2014-2018,11050,30132,24155,0.801639453,491,0.016294969,58,11,69,0.002289924,3606,0.119673437,1470,341,1811,0.060102217,30132,4679,0.15528342,13430,8105,0.603499628,3642,0.271183917,149,0.011094564,0,0,7,0.000521221,422,0.031422189,157,0.011690246,948,0.070588235,20970,1195,0.056986171,2934,0.139914163,3426,0.163376252,6854,0.326847878,6561,0.312875536,0.639723414,122845,11058,303,0.027400977,3935,277,0.070393901,560,0.142312579,624,0.158576874,729,0.185260483,311,0.079034307,1150,0.292249047,30132,27020,0.896721094,3112,0.103278906,29888,2254,0.075414882,27634,0.924585118,29918,1700,0.05682198
G11096,2014-2018,11096,8311,3349,0.402959933,1975,0.237636867,0,0,0,0,132,0.015882565,2746,109,2855,0.343520635,8311,4125,0.496330165,3753,2463,0.65627498,764,0.203570477,0,0,0,0,52,0.013855582,386,0.102851052,0,0,88,0.023447908,5349,1501,0.280613199,1612,0.301364741,1348,0.252009721,520,0.097214433,368,0.068797906,0.166012339,56917,2581,484,0.187524215,1459,57,0.039067855,220,0.150788211,300,0.205620288,230,0.157642221,122,0.083618917,501,0.343385881,8311,6778,0.815545662,1533,0.184454338,8301,1330,0.16022166,6971,0.83977834,8311,940,0.113103116
